0 qid:1 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:256 '1:1', '2:null', '3:0', '4:0', '5:0', '6:1'
0 qid:256 '1:1', '2:null', '3:0', '4:0', '5:0', '6:1'
0 qid:256 '1:1', '2:null', '3:0', '4:0', '5:0', '6:1'
0 qid:256 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:256 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:256 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:256 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:256 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:256 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:256 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:256 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:256 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:256 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:256 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:256 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:256 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:257 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:257 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:257 '1:6', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:257 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:257 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:257 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:257 '1:6', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:257 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:257 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:257 '1:6', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:257 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:257 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:257 '1:6', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:257 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:257 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:257 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:258 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:258 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:258 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:258 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:258 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:258 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:258 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:258 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:258 '1:1', '2:null', '3:0', '4:0', '5:0', '6:1'
0 qid:258 '1:1', '2:null', '3:0', '4:0', '5:0', '6:1'
0 qid:258 '1:1', '2:null', '3:0', '4:0', '5:0', '6:1'
0 qid:258 '1:1', '2:null', '3:0', '4:0', '5:0', '6:1'
0 qid:258 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:258 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:258 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:258 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:258 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:258 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:258 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:258 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:258 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:258 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:258 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:259 '1:6', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:259 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:259 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:259 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:259 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:259 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:259 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:259 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:259 '1:6', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:259 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:259 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:259 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:259 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:259 '1:6', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:259 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:259 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:260 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:260 '1:6', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:260 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:260 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:260 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:260 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:260 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:260 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:260 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:261 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:261 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:261 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:261 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:262 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:262 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:262 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:262 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:262 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:262 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:262 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:262 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:262 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:262 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:262 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:262 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:262 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:262 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:262 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:262 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:262 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:262 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:262 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:262 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:262 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:263 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
1 qid:263 '1:2', '2:1', '3:1', '4:1', '5:0', '6:0'
0 qid:263 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:264 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:264 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:264 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:264 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:264 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:264 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:264 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:264 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:264 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:264 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:264 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:264 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:264 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:264 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:264 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:264 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:265 '1:2', '2:0', '3:0', '4:0', '5:0', '6:1'
0 qid:265 '1:2', '2:0', '3:0', '4:0', '5:0', '6:1'
0 qid:265 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
1 qid:265 '1:2', '2:1', '3:1', '4:1', '5:0', '6:0'
0 qid:265 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:265 '1:2', '2:0', '3:0', '4:0', '5:0', '6:1'
0 qid:265 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:266 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:267 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:267 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:267 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:267 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:267 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:267 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:267 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:267 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:267 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:267 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:268 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:268 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:268 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:269 '1:2', '2:1', '3:1', '4:1', '5:0', '6:1'
0 qid:269 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:270 '1:2', '2:0', '3:0', '4:0', '5:0', '6:1'
0 qid:270 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:270 '1:2', '2:0', '3:0', '4:0', '5:0', '6:1'
0 qid:270 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:270 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:270 '1:2', '2:0', '3:0', '4:0', '5:0', '6:1'
0 qid:271 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:271 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:271 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:271 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:271 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
1 qid:271 '1:2', '2:1', '3:1', '4:1', '5:0', '6:0'
0 qid:272 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:272 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:272 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:272 '1:6', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:272 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:272 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:272 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:272 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:272 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:272 '1:6', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:272 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:272 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:272 '1:6', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:272 '1:6', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:272 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:272 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:272 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:272 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:272 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:272 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:272 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:272 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:272 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
1 qid:273 '1:4', '2:4', '3:0', '4:0', '5:1', '6:1'
0 qid:273 '1:4', '2:4', '3:0', '4:0', '5:0', '6:1'
0 qid:273 '1:4', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:273 '1:4', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:273 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
0 qid:273 '1:4', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:273 '1:4', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:273 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
0 qid:273 '1:4', '2:4', '3:0', '4:0', '5:0', '6:1'
0 qid:273 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
0 qid:273 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
0 qid:273 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
0 qid:273 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
0 qid:273 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
1 qid:274 '1:2', '2:1', '3:1', '4:1', '5:0', '6:0'
0 qid:274 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:275 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:275 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:275 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:275 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:275 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:275 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:275 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:275 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:275 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:275 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:275 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:275 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:275 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:275 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:275 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:275 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:275 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:275 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:275 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:275 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:275 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:275 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:275 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:275 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:275 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:275 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:275 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:276 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:276 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:276 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:276 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:276 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:276 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:276 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:276 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:276 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:276 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:276 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:277 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:277 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:277 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:277 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:277 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:277 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:277 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:277 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:277 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:277 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:277 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:277 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:277 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:277 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:277 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:278 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:278 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:278 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:278 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:278 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:278 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:278 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:278 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:278 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:278 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:278 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:278 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:278 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:278 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:278 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:279 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:279 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:279 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:279 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:279 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:279 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:279 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:279 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:279 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:279 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:279 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:280 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:280 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:280 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:280 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:280 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:280 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:280 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:280 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:280 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:280 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:280 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:280 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:280 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:280 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:280 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:280 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:280 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:280 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:280 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:280 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:280 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:280 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:280 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:280 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:280 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:280 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:280 '1:6', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:280 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:280 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:281 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
0 qid:281 '1:4', '2:4', '3:0', '4:0', '5:0', '6:1'
0 qid:281 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
0 qid:281 '1:4', '2:3', '3:0', '4:0', '5:0', '6:0'
1 qid:281 '1:4', '2:4', '3:0', '4:0', '5:1', '6:0'
0 qid:281 '1:4', '2:4', '3:0', '4:0', '5:0', '6:1'
0 qid:281 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
0 qid:281 '1:4', '2:4', '3:0', '4:0', '5:0', '6:1'
0 qid:281 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
0 qid:281 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
0 qid:281 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
0 qid:282 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:282 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:282 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:282 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:282 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:282 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:282 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:282 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:282 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:282 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:282 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:282 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:282 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:282 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:282 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:282 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:282 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:282 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:282 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:282 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:282 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:282 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:282 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:282 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:283 '1:6', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:283 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:283 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:283 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:283 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:283 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:283 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:283 '1:6', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:283 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:283 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:283 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:283 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:1'
1 qid:284 '1:2', '2:1', '3:1', '4:1', '5:0', '6:0'
0 qid:284 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:284 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:284 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:285 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:285 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:285 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:285 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:285 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:285 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
